session_length,discount,user_id,successful,mean_price,min_price,max_price,mean_rating,min_rating,max_rating,prev_success_ratio
895,0,117,0,87.63,59.9,129.0,1.97,0.3,4.5,0.42
596,0,117,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.4
263,20,117,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.38
818,0,117,1,221.96,86.28,327.47,2.3,0.9,3.8,0.37
1413,0,117,0,43.4,17.9,78.9,2.4,0.0,4.7,0.39
384,15,117,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.38
1446,0,117,0,114.17,44.99,189.0,1.37,0.2,3.7,0.4
342,10,117,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.39
1413,15,117,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.41
188,0,117,0,71.85,64.8,78.9,2.5,0.4,4.6,0.42
1566,0,117,1,41.27,17.9,78.9,2.61,0.0,4.7,0.41
0,0,117,0,99.99,99.99,99.99,0.5,0.5,0.5,0.43
58,0,117,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.42
15,20,117,1,58.97,58.97,58.97,2.7,2.7,2.7,0.41
1423,0,117,0,43.4,17.9,78.9,2.4,0.0,4.7,0.42
65,0,117,0,71.85,64.8,78.9,2.5,0.4,4.6,0.41
834,10,117,0,217.35,86.28,327.47,2.46,0.9,3.8,0.4
1739,5,117,1,41.27,17.9,78.9,2.61,0.0,4.7,0.39
77,0,117,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.4
1381,5,117,0,79.78,49.99,139.99,2.55,0.4,4.3,0.4
82,0,117,0,151.0,109.0,193.0,0.55,0.1,1.0,0.39
264,0,117,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.38
409,20,117,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.37
85,20,117,1,58.97,58.97,58.97,2.7,2.7,2.7,0.38
1379,0,117,0,43.4,17.9,78.9,2.4,0.0,4.7,0.4
357,0,117,0,217.35,86.28,327.47,2.46,0.9,3.8,0.39
156,5,117,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.38
1029,0,117,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.39
551,20,117,1,69.5,64.8,78.9,3.2,0.4,4.6,0.38
1742,15,117,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.4
519,5,117,1,165.0,109.0,193.0,0.7,0.1,1.0,0.41
158,20,117,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.42
1442,10,117,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.43
0,0,117,0,553.0,553.0,553.0,4.7,4.7,4.7,0.44
259,0,117,0,151.0,109.0,193.0,0.55,0.1,1.0,0.43
468,20,117,1,221.96,86.28,327.47,2.3,0.9,3.8,0.42
30,20,117,1,99.99,99.99,99.99,0.5,0.5,0.5,0.43
217,0,117,0,151.0,109.0,193.0,0.55,0.1,1.0,0.44
1136,0,117,0,87.63,59.9,129.0,1.97,0.3,4.5,0.44
98,10,117,1,99.99,99.99,99.99,0.5,0.5,0.5,0.43
1769,20,117,0,114.17,44.99,189.0,1.37,0.2,3.7,0.44
90,10,117,1,99.99,99.99,99.99,0.5,0.5,0.5,0.43
1767,5,117,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.44
460,0,117,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.45
0,0,117,0,58.97,58.97,58.97,2.7,2.7,2.7,0.44
1950,15,117,1,88.87,59.9,129.0,1.93,0.3,4.5,0.43
402,15,117,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.44
269,0,117,1,69.5,64.8,78.9,3.2,0.4,4.6,0.45
225,5,117,1,99.99,99.99,99.99,0.5,0.5,0.5,0.46
118,5,117,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.47
1281,5,117,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.46
472,0,117,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.45
1487,0,117,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.45
135,0,117,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.44
646,0,117,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.44
462,15,117,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.43
1651,10,117,1,107.88,44.99,189.0,1.4,0.2,3.7,0.44
0,0,117,0,58.97,58.97,58.97,2.7,2.7,2.7,0.44
270,0,117,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.44
1586,20,117,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.43
372,10,117,1,165.0,109.0,193.0,0.7,0.1,1.0,0.44
0,0,117,0,58.97,58.97,58.97,2.7,2.7,2.7,0.45
1499,20,117,1,88.87,59.9,129.0,1.93,0.3,4.5,0.44
45,0,117,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.45
161,15,117,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.44
1088,15,117,0,87.63,59.9,129.0,1.97,0.3,4.5,0.45
224,20,118,1,69.5,64.8,78.9,3.2,0.4,4.6,0.0
1432,15,118,1,852.44,269.0,3029.0,2.3,0.0,4.7,1.0
346,15,118,0,217.35,86.28,327.47,2.46,0.9,3.8,1.0
204,0,118,0,151.0,109.0,193.0,0.55,0.1,1.0,0.67
89,0,118,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.5
158,0,118,0,71.85,64.8,78.9,2.5,0.4,4.6,0.4
1395,20,118,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.33
951,5,118,1,221.96,86.28,327.47,2.3,0.9,3.8,0.43
0,15,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.5
199,5,118,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.44
1392,5,118,1,84.35,49.99,139.99,2.71,0.4,4.3,0.5
733,0,118,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.55
635,0,118,0,217.35,86.28,327.47,2.46,0.9,3.8,0.5
418,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.46
1199,5,118,1,84.35,49.99,139.99,2.71,0.4,4.3,0.43
2092,0,118,0,43.4,17.9,78.9,2.4,0.0,4.7,0.47
1627,0,118,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.44
1360,5,118,0,87.63,59.9,129.0,1.97,0.3,4.5,0.41
289,5,118,1,58.97,58.97,58.97,2.7,2.7,2.7,0.39
1489,20,118,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.42
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.45
77,0,118,0,71.85,64.8,78.9,2.5,0.4,4.6,0.43
283,20,118,1,69.5,64.8,78.9,3.2,0.4,4.6,0.41
447,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.43
0,0,118,0,99.99,99.99,99.99,0.5,0.5,0.5,0.42
1825,15,118,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.4
376,15,118,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.42
793,10,118,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.44
1532,0,118,0,43.4,17.9,78.9,2.4,0.0,4.7,0.43
1237,10,118,1,88.87,59.9,129.0,1.93,0.3,4.5,0.41
260,0,118,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.43
1061,10,118,0,87.63,59.9,129.0,1.97,0.3,4.5,0.42
1441,20,118,0,79.78,49.99,139.99,2.55,0.4,4.3,0.41
217,0,118,1,553.0,553.0,553.0,4.7,4.7,4.7,0.39
200,5,118,1,99.99,99.99,99.99,0.5,0.5,0.5,0.41
157,0,118,1,99.99,99.99,99.99,0.5,0.5,0.5,0.43
330,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.44
1503,15,118,1,88.87,59.9,129.0,1.93,0.3,4.5,0.43
1883,0,118,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.45
1300,0,118,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.46
1297,0,118,0,79.78,49.99,139.99,2.55,0.4,4.3,0.45
568,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.44
1341,0,118,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.43
0,0,118,0,553.0,553.0,553.0,4.7,4.7,4.7,0.42
143,15,118,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.41
809,0,118,0,217.35,86.28,327.47,2.46,0.9,3.8,0.42
0,0,118,0,99.99,99.99,99.99,0.5,0.5,0.5,0.41
56,15,118,0,151.0,109.0,193.0,0.55,0.1,1.0,0.4
86,5,118,1,553.0,553.0,553.0,4.7,4.7,4.7,0.4
138,15,118,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.41
1432,15,118,1,41.27,17.9,78.9,2.61,0.0,4.7,0.4
343,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.41
1588,5,118,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.4
1859,0,118,0,87.63,59.9,129.0,1.97,0.3,4.5,0.42
1843,10,118,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.41
1374,0,118,0,114.17,44.99,189.0,1.37,0.2,3.7,0.42
484,0,118,1,165.0,109.0,193.0,0.7,0.1,1.0,0.41
0,15,118,0,553.0,553.0,553.0,4.7,4.7,4.7,0.42
338,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.41
1276,20,118,1,84.35,49.99,139.99,2.71,0.4,4.3,0.41
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.42
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.41
66,15,118,1,553.0,553.0,553.0,4.7,4.7,4.7,0.4
260,0,118,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.41
1110,0,118,0,43.4,17.9,78.9,2.4,0.0,4.7,0.41
1912,0,118,0,79.78,49.99,139.99,2.55,0.4,4.3,0.4
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.39
590,0,118,0,217.35,86.28,327.47,2.46,0.9,3.8,0.39
956,5,118,1,41.27,17.9,78.9,2.61,0.0,4.7,0.38
1498,5,118,1,84.35,49.99,139.99,2.71,0.4,4.3,0.39
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.4
194,0,118,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.39
993,0,118,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.39
185,5,118,1,99.99,99.99,99.99,0.5,0.5,0.5,0.4
1416,5,118,0,79.78,49.99,139.99,2.55,0.4,4.3,0.41
183,0,118,0,151.0,109.0,193.0,0.55,0.1,1.0,0.4
218,20,118,0,151.0,109.0,193.0,0.55,0.1,1.0,0.39
1786,20,118,0,43.4,17.9,78.9,2.4,0.0,4.7,0.39
165,0,118,0,71.85,64.8,78.9,2.5,0.4,4.6,0.38
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.38
62,0,118,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.38
1275,0,118,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.37
516,0,118,0,217.35,86.28,327.47,2.46,0.9,3.8,0.37
592,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.36
1761,20,118,1,88.87,59.9,129.0,1.93,0.3,4.5,0.36
1202,0,118,1,88.87,59.9,129.0,1.93,0.3,4.5,0.36
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.37
1328,0,118,0,87.63,59.9,129.0,1.97,0.3,4.5,0.37
1355,0,118,0,43.4,17.9,78.9,2.4,0.0,4.7,0.36
600,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.36
568,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.36
290,0,118,0,151.0,109.0,193.0,0.55,0.1,1.0,0.35
487,0,118,0,217.35,86.28,327.47,2.46,0.9,3.8,0.35
1381,20,118,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.34
1547,20,118,1,84.35,49.99,139.99,2.71,0.4,4.3,0.35
256,5,118,1,553.0,553.0,553.0,4.7,4.7,4.7,0.36
167,10,118,1,553.0,553.0,553.0,4.7,4.7,4.7,0.36
329,0,118,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.37
0,0,118,0,553.0,553.0,553.0,4.7,4.7,4.7,0.37
9,0,118,0,151.0,109.0,193.0,0.55,0.1,1.0,0.36
1190,5,118,1,41.27,17.9,78.9,2.61,0.0,4.7,0.36
310,5,118,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.37
251,0,118,1,165.0,109.0,193.0,0.7,0.1,1.0,0.37
268,0,118,0,71.85,64.8,78.9,2.5,0.4,4.6,0.38
1957,5,118,1,41.27,17.9,78.9,2.61,0.0,4.7,0.38
481,10,118,1,165.0,109.0,193.0,0.7,0.1,1.0,0.38
0,5,118,0,553.0,553.0,553.0,4.7,4.7,4.7,0.39
1472,0,118,0,87.63,59.9,129.0,1.97,0.3,4.5,0.38
1341,20,118,0,114.17,44.99,189.0,1.37,0.2,3.7,0.38
1100,15,118,1,88.87,59.9,129.0,1.93,0.3,4.5,0.38
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.38
1012,15,118,0,87.63,59.9,129.0,1.97,0.3,4.5,0.38
0,0,118,0,58.97,58.97,58.97,2.7,2.7,2.7,0.38
1196,0,118,0,87.63,59.9,129.0,1.97,0.3,4.5,0.37
0,0,118,0,553.0,553.0,553.0,4.7,4.7,4.7,0.37
246,15,118,1,58.97,58.97,58.97,2.7,2.7,2.7,0.37
359,20,118,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.37
66,0,118,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.38
1764,0,118,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.37
1281,15,118,0,87.63,59.9,129.0,1.97,0.3,4.5,0.37
96,0,119,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.0
1775,0,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.0
1096,0,119,0,87.63,59.9,129.0,1.97,0.3,4.5,0.0
251,15,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.0
1072,0,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.0
368,20,119,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.0
0,0,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.17
761,10,119,1,221.96,86.28,327.47,2.3,0.9,3.8,0.14
732,0,119,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.25
57,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.33
281,5,119,1,58.97,58.97,58.97,2.7,2.7,2.7,0.3
1425,0,119,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.36
747,0,119,0,87.63,59.9,129.0,1.97,0.3,4.5,0.42
167,0,119,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.38
0,0,119,0,553.0,553.0,553.0,4.7,4.7,4.7,0.36
116,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.33
148,20,119,1,553.0,553.0,553.0,4.7,4.7,4.7,0.31
1585,15,119,1,84.35,49.99,139.99,2.71,0.4,4.3,0.35
56,20,119,1,58.97,58.97,58.97,2.7,2.7,2.7,0.39
52,0,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.42
24,10,119,1,553.0,553.0,553.0,4.7,4.7,4.7,0.4
0,0,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.43
325,10,119,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.41
110,0,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.43
0,0,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.42
1079,0,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.4
718,20,119,0,217.35,86.28,327.47,2.46,0.9,3.8,0.38
109,0,119,0,151.0,109.0,193.0,0.55,0.1,1.0,0.37
1333,0,119,0,114.17,44.99,189.0,1.37,0.2,3.7,0.36
0,20,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.34
0,0,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.33
1320,0,119,0,114.17,44.99,189.0,1.37,0.2,3.7,0.32
386,0,119,0,217.35,86.28,327.47,2.46,0.9,3.8,0.31
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.3
1199,5,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.29
242,15,119,1,69.5,64.8,78.9,3.2,0.4,4.6,0.29
103,5,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.31
1620,0,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.3
0,0,119,0,553.0,553.0,553.0,4.7,4.7,4.7,0.29
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.28
0,0,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.28
1112,0,119,0,87.63,59.9,129.0,1.97,0.3,4.5,0.27
1246,0,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.26
1581,20,119,1,107.88,44.99,189.0,1.4,0.2,3.7,0.26
324,0,119,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.27
0,15,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.29
122,10,119,1,99.99,99.99,99.99,0.5,0.5,0.5,0.28
1221,15,119,1,84.35,49.99,139.99,2.71,0.4,4.3,0.3
194,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.31
1115,15,119,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.31
926,0,119,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.32
460,0,119,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.33
1110,0,119,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.33
1753,0,119,0,114.17,44.99,189.0,1.37,0.2,3.7,0.32
1428,10,119,0,114.17,44.99,189.0,1.37,0.2,3.7,0.31
243,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.31
188,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.3
286,5,119,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.3
264,0,119,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.29
1744,15,119,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.29
292,10,119,1,165.0,109.0,193.0,0.7,0.1,1.0,0.3
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.31
1323,0,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.31
0,0,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.3
0,0,119,0,553.0,553.0,553.0,4.7,4.7,4.7,0.3
1737,20,119,1,84.35,49.99,139.99,2.71,0.4,4.3,0.29
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.3
1200,5,119,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.3
362,0,119,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.31
290,0,119,0,151.0,109.0,193.0,0.55,0.1,1.0,0.3
1292,0,119,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.3
143,10,119,1,69.5,64.8,78.9,3.2,0.4,4.6,0.3
391,0,119,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.31
787,0,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.32
160,0,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.31
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.31
272,0,119,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.3
340,15,119,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.3
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.31
193,0,119,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.3
413,5,119,1,165.0,109.0,193.0,0.7,0.1,1.0,0.3
542,0,119,0,217.35,86.28,327.47,2.46,0.9,3.8,0.31
1146,0,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.3
754,0,119,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.3
1675,0,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.3
1076,0,119,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.29
369,20,119,1,165.0,109.0,193.0,0.7,0.1,1.0,0.29
1254,0,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.3
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.3
192,10,119,1,58.97,58.97,58.97,2.7,2.7,2.7,0.29
11,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.3
1485,10,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.3
492,20,119,1,165.0,109.0,193.0,0.7,0.1,1.0,0.29
1006,0,119,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.3
983,0,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.3
266,0,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.29
1623,0,119,0,43.4,17.9,78.9,2.4,0.0,4.7,0.29
0,10,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.29
1381,0,119,0,43.4,17.9,78.9,2.4,0.0,4.7,0.29
1069,0,119,0,43.4,17.9,78.9,2.4,0.0,4.7,0.28
8,0,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.28
1450,20,119,1,88.87,59.9,129.0,1.93,0.3,4.5,0.28
792,0,119,0,217.35,86.28,327.47,2.46,0.9,3.8,0.28
1350,5,119,1,88.87,59.9,129.0,1.93,0.3,4.5,0.28
1777,10,119,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.29
1407,20,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.3
296,20,119,1,58.97,58.97,58.97,2.7,2.7,2.7,0.29
244,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.3
0,10,119,0,553.0,553.0,553.0,4.7,4.7,4.7,0.3
1676,10,119,1,84.35,49.99,139.99,2.71,0.4,4.3,0.29
259,10,119,1,165.0,109.0,193.0,0.7,0.1,1.0,0.3
663,0,119,0,217.35,86.28,327.47,2.46,0.9,3.8,0.31
339,0,119,1,69.5,64.8,78.9,3.2,0.4,4.6,0.3
394,0,119,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.31
324,0,119,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.32
1360,0,119,0,114.17,44.99,189.0,1.37,0.2,3.7,0.31
1441,0,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.31
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.31
275,0,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.31
1110,20,119,1,107.88,44.99,189.0,1.4,0.2,3.7,0.3
1349,5,119,1,88.87,59.9,129.0,1.93,0.3,4.5,0.31
144,0,119,0,151.0,109.0,193.0,0.55,0.1,1.0,0.31
763,10,119,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.31
271,0,119,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.32
1254,0,119,0,114.17,44.99,189.0,1.37,0.2,3.7,0.31
1059,0,119,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.31
89,20,119,1,58.97,58.97,58.97,2.7,2.7,2.7,0.31
194,15,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.31
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.31
1641,0,119,0,87.63,59.9,129.0,1.97,0.3,4.5,0.31
125,0,119,0,151.0,109.0,193.0,0.55,0.1,1.0,0.31
1234,10,119,0,43.4,17.9,78.9,2.4,0.0,4.7,0.31
364,0,119,1,69.5,64.8,78.9,3.2,0.4,4.6,0.3
1754,0,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.31
36,15,119,1,99.99,99.99,99.99,0.5,0.5,0.5,0.31
1692,5,119,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.31
0,0,119,0,553.0,553.0,553.0,4.7,4.7,4.7,0.32
72,10,119,1,58.97,58.97,58.97,2.7,2.7,2.7,0.31
153,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.32
191,0,119,1,99.99,99.99,99.99,0.5,0.5,0.5,0.32
269,0,119,0,151.0,109.0,193.0,0.55,0.1,1.0,0.32
1309,0,119,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.32
0,0,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.32
591,0,119,0,217.35,86.28,327.47,2.46,0.9,3.8,0.31
88,15,119,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.31
16,0,119,1,553.0,553.0,553.0,4.7,4.7,4.7,0.32
523,5,119,1,69.5,64.8,78.9,3.2,0.4,4.6,0.32
0,0,119,0,58.97,58.97,58.97,2.7,2.7,2.7,0.33
1419,15,119,0,43.4,17.9,78.9,2.4,0.0,4.7,0.32
31,0,119,0,151.0,109.0,193.0,0.55,0.1,1.0,0.32
0,0,119,0,553.0,553.0,553.0,4.7,4.7,4.7,0.32
1335,0,119,0,114.17,44.99,189.0,1.37,0.2,3.7,0.32
1441,0,119,0,87.63,59.9,129.0,1.97,0.3,4.5,0.32
0,0,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.31
1851,0,119,0,79.78,49.99,139.99,2.55,0.4,4.3,0.31
1147,0,119,0,87.63,59.9,129.0,1.97,0.3,4.5,0.31
335,0,119,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.31
2006,20,119,1,84.35,49.99,139.99,2.71,0.4,4.3,0.31
211,0,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.32
267,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.31
1863,20,119,1,107.88,44.99,189.0,1.4,0.2,3.7,0.31
38,0,119,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.32
1343,0,119,1,88.87,59.9,129.0,1.93,0.3,4.5,0.31
35,0,119,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.32
199,15,119,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.32
998,0,119,0,114.17,44.99,189.0,1.37,0.2,3.7,0.32
300,10,119,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.32
1065,0,119,0,87.63,59.9,129.0,1.97,0.3,4.5,0.32
1512,5,119,1,41.27,17.9,78.9,2.61,0.0,4.7,0.32
250,0,119,0,71.85,64.8,78.9,2.5,0.4,4.6,0.33
0,10,119,0,99.99,99.99,99.99,0.5,0.5,0.5,0.32
248,0,119,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.32
274,0,120,0,151.0,109.0,193.0,0.55,0.1,1.0,0.0
537,5,120,1,69.5,64.8,78.9,3.2,0.4,4.6,0.0
245,15,120,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.5
1696,0,120,1,107.88,44.99,189.0,1.4,0.2,3.7,0.67
23,0,120,0,71.85,64.8,78.9,2.5,0.4,4.6,0.75
1351,0,120,0,87.63,59.9,129.0,1.97,0.3,4.5,0.6
1303,0,120,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.5
1792,0,120,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.43
1512,0,120,0,79.78,49.99,139.99,2.55,0.4,4.3,0.38
0,0,120,0,58.97,58.97,58.97,2.7,2.7,2.7,0.33
238,0,120,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.3
1080,0,120,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.27
490,0,120,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.25
429,20,120,1,69.5,64.8,78.9,3.2,0.4,4.6,0.31
102,15,120,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.36
1665,15,120,1,84.35,49.99,139.99,2.71,0.4,4.3,0.33
1962,10,120,1,41.27,17.9,78.9,2.61,0.0,4.7,0.38
1575,0,120,0,87.63,59.9,129.0,1.97,0.3,4.5,0.41
