session_length,discount,user_id,successful,mean_price,min_price,max_price,mean_rating,min_rating,max_rating,prev_success_ratio,category_Akcesoria_telefoniczne,category_Anteny_RTV,category_Audio,category_Biurowe_urządzenia_wielofunkcyjne,category_Drukarki_i_skanery,category_Gry_PlayStation3,category_Gry_Xbox_360,category_Gry_i_konsole,category_Gry_komputerowe,category_Gry_na_konsole,category_Komputery,category_Monitory,category_Monitory_LCD,category_Odtwarzacze_DVD,category_Odtwarzacze_mp3_i_mp4,category_Okulary_3D,category_Przenośne_audio_i_video,category_Sprzęt_RTV,category_Słuchawki,category_Tablety,category_Tablety_i_akcesoria,category_Telefony_i_akcesoria,category_Telefony_komórkowe,category_Telefony_stacjonarne,category_Telewizory_i_akcesoria,category_Video,category_Zestawy_głośnomówiące,category_Zestawy_słuchawkowe,Gdynia,Kraków,Poznań,Radom,Szczecin,Warszawa,Wrocław
248,0,127,0,151.0,109.0,193.0,0.55,0.1,1.0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
0,5,127,0,99.99,99.99,99.99,0.5,0.5,0.5,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
294,0,127,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,1,0,0,0
25,0,127,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0
1619,20,127,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.33,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1406,20,127,1,107.88,44.99,189.0,1.4,0.2,3.7,0.34,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,11,0,0,0,0,0,1,0,0,0
479,5,127,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,127,0,553.0,553.0,553.0,4.7,4.7,4.7,0.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1579,0,127,0,43.4,17.9,78.9,2.4,0.0,4.7,0.34,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1539,0,127,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.34,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137,0,128,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
905,20,128,1,221.96,86.28,327.47,2.3,0.9,3.8,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,0,0,0,0,0
1756,10,128,1,84.35,49.99,139.99,2.71,0.4,4.3,0.5,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,0,128,0,71.85,64.8,78.9,2.5,0.4,4.6,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1133,0,128,0,87.63,59.9,129.0,1.97,0.3,4.5,0.5,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,128,0,58.97,58.97,58.97,2.7,2.7,2.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,5,128,0,553.0,553.0,553.0,4.7,4.7,4.7,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
243,15,128,1,553.0,553.0,553.0,4.7,4.7,4.7,0.29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114,0,128,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1457,0,128,0,43.4,17.9,78.9,2.4,0.0,4.7,0.33,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
475,0,128,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0
98,0,128,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
256,0,128,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
1265,0,128,0,87.63,59.9,129.0,1.97,0.3,4.5,0.23,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1572,15,128,1,41.27,17.9,78.9,2.61,0.0,4.7,0.21,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,58.97,58.97,58.97,2.7,2.7,2.7,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
279,10,128,1,99.99,99.99,99.99,0.5,0.5,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0
1472,10,128,1,88.87,59.9,129.0,1.93,0.3,4.5,0.29,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1326,20,128,1,107.88,44.99,189.0,1.4,0.2,3.7,0.33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,11,0,0,0,1,0,0,0,0,0
122,5,128,0,71.85,64.8,78.9,2.5,0.4,4.6,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
831,0,128,0,79.78,49.99,139.99,2.55,0.4,4.3,0.35,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1190,0,128,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.33,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1226,0,128,0,114.17,44.99,189.0,1.37,0.2,3.7,0.32,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,1,0,0,0,0,0
219,0,128,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
1219,0,128,0,43.4,17.9,78.9,2.4,0.0,4.7,0.29,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,5,128,0,71.85,64.8,78.9,2.5,0.4,4.6,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
566,10,128,1,69.5,64.8,78.9,3.2,0.4,4.6,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,0,128,0,71.85,64.8,78.9,2.5,0.4,4.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709,0,128,0,217.35,86.28,327.47,2.46,0.9,3.8,0.29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0
74,0,128,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
822,20,128,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0
0,0,128,0,553.0,553.0,553.0,4.7,4.7,4.7,0.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
525,15,128,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0
443,10,128,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1426,5,128,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.32,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,99.99,99.99,99.99,0.5,0.5,0.5,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,20,128,0,58.97,58.97,58.97,2.7,2.7,2.7,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
208,10,128,1,69.5,64.8,78.9,3.2,0.4,4.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1412,20,128,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.32,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,5,128,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1101,15,128,1,84.35,49.99,139.99,2.71,0.4,4.3,0.33,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
999,20,128,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.34,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1423,0,128,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.33,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1314,20,128,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.33,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1627,0,128,0,43.4,17.9,78.9,2.4,0.0,4.7,0.34,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,99.99,99.99,99.99,0.5,0.5,0.5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1704,0,128,1,107.88,44.99,189.0,1.4,0.2,3.7,0.33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,11,0,0,0,1,0,0,0,0,0
1523,10,128,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.34,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1804,20,128,1,84.35,49.99,139.99,2.71,0.4,4.3,0.35,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1544,20,128,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.37,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,0,128,0,151.0,109.0,193.0,0.55,0.1,1.0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
1203,10,128,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.37,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
652,20,128,1,221.96,86.28,327.47,2.3,0.9,3.8,0.37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,0,0,0,0,0
1528,10,128,0,43.4,17.9,78.9,2.4,0.0,4.7,0.38,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194,10,128,1,553.0,553.0,553.0,4.7,4.7,4.7,0.37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142,0,128,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140,0,128,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,0,128,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0
1285,0,128,0,87.63,59.9,129.0,1.97,0.3,4.5,0.4,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,0,128,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
902,0,128,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.38,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1331,0,128,0,43.4,17.9,78.9,2.4,0.0,4.7,0.38,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
754,20,128,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0
1463,0,128,0,43.4,17.9,78.9,2.4,0.0,4.7,0.38,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,58.97,58.97,58.97,2.7,2.7,2.7,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1381,0,128,0,79.78,49.99,139.99,2.55,0.4,4.3,0.37,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,553.0,553.0,553.0,4.7,4.7,4.7,0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,0,128,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.36,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
213,15,128,1,871.52,207.33,2199.9,2.6,2.5,2.8,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,99.99,99.99,99.99,0.5,0.5,0.5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
228,0,128,0,151.0,109.0,193.0,0.55,0.1,1.0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
1010,0,128,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.35,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
391,10,128,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
692,15,128,1,327.59,14.99,1303.96,1.56,0.4,4.6,0.36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0
1153,0,128,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.36,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1142,0,128,0,114.17,44.99,189.0,1.37,0.2,3.7,0.36,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,1,0,0,0,0,0
182,0,128,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
913,0,128,0,217.35,86.28,327.47,2.46,0.9,3.8,0.35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0
1533,15,128,1,852.44,269.0,3029.0,2.3,0.0,4.7,0.35,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,128,0,99.99,99.99,99.99,0.5,0.5,0.5,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1081,0,128,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.35,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
253,0,128,0,1203.62,207.33,2199.9,2.65,2.5,2.8,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
1334,0,128,0,43.4,17.9,78.9,2.4,0.0,4.7,0.34,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,553.0,553.0,553.0,4.7,4.7,4.7,0.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1016,20,128,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.33,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,128,0,58.97,58.97,58.97,2.7,2.7,2.7,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,58.97,58.97,58.97,2.7,2.7,2.7,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
855,0,128,0,87.63,59.9,129.0,1.97,0.3,4.5,0.33,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,553.0,553.0,553.0,4.7,4.7,4.7,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1224,0,128,0,87.63,59.9,129.0,1.97,0.3,4.5,0.33,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1345,0,128,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.32,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
250,0,128,0,71.85,64.8,78.9,2.5,0.4,4.6,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1240,0,128,0,79.78,49.99,139.99,2.55,0.4,4.3,0.32,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,553.0,553.0,553.0,4.7,4.7,4.7,0.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1070,0,128,0,87.63,59.9,129.0,1.97,0.3,4.5,0.31,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735,0,128,0,405.74,14.99,1303.96,1.8,0.4,4.6,0.31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0
0,0,128,0,58.97,58.97,58.97,2.7,2.7,2.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
62,20,128,0,151.0,109.0,193.0,0.55,0.1,1.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
244,0,128,0,71.85,64.8,78.9,2.5,0.4,4.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1500,20,128,0,910.78,269.0,3029.0,2.53,0.0,4.7,0.29,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,553.0,553.0,553.0,4.7,4.7,4.7,0.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
892,20,128,1,221.96,86.28,327.47,2.3,0.9,3.8,0.29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,0,0,0,0,0
1456,0,128,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.29,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,128,0,99.99,99.99,99.99,0.5,0.5,0.5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
275,10,128,1,58.97,58.97,58.97,2.7,2.7,2.7,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0
258,0,128,0,151.0,109.0,193.0,0.55,0.1,1.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
742,15,128,1,4340.55,1998.14,7639.0,2.05,0.1,4.8,0.29,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
253,0,128,0,71.85,64.8,78.9,2.5,0.4,4.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1399,0,128,0,114.17,44.99,189.0,1.37,0.2,3.7,0.3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,1,0,0,0,0,0
0,5,128,0,58.97,58.97,58.97,2.7,2.7,2.7,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
606,0,128,0,217.35,86.28,327.47,2.46,0.9,3.8,0.29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0
423,15,128,1,2150.34,1816.97,2317.02,1.53,0.2,4.2,0.29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
327,15,128,1,69.5,64.8,78.9,3.2,0.4,4.6,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1254,0,128,0,87.63,59.9,129.0,1.97,0.3,4.5,0.3,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1113,0,128,0,4238.5,1998.14,7639.0,2.09,0.1,4.8,0.3,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,15,128,0,2067.0,1816.97,2317.02,2.2,0.2,4.2,0.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
